city,rainfall,temperature,aqi,humidity,heat_index,orders_completed,active_hours,acceptance_rate,idle_time,avg_delivery_time,zone_demand,order_drop_rate,delivery_delay,traffic_level,zone_risk,experience,past_claims,trust_score,income_drop,premium_amount,weather_source
chennai,14.2,37.24,127.85,76.5,60.0,67.81,8.47,73.49,43.07,43.61,86.61,6.87,26.78,65.29,39.47,2.49,2.0,71.1,0,61.97,deterministic_fallback
kolkata,15.6,38.28,149.02,87.57,60.0,45.84,7.85,64.6,35.45,48.12,61.18,9.73,31.61,52.34,50.12,0.01,3.0,56.34,0,91.73,deterministic_fallback
chennai,21.74,33.18,105.86,84.39,51.19,52.46,8.13,82.65,67.25,35.88,63.56,7.99,32.0,,34.09,1.25,2.0,68.1,0,67.32,deterministic_fallback
mumbai,7.41,25.26,142.05,68.0,25.26,67.71,9.3,82.8,36.68,35.76,69.48,5.59,24.05,67.74,43.6,5.14,1.0,,0,49.09,deterministic_fallback
bangalore,3.55,30.74,75.76,75.71,38.62,74.69,11.47,86.26,32.74,31.14,64.99,5.92,29.12,45.78,51.45,0.0,1.0,61.95,0,70.46,deterministic_fallback
mumbai,17.31,25.25,,75.97,25.25,54.48,9.1,80.25,40.06,38.73,69.83,10.18,20.14,72.33,48.37,2.08,1.0,65.7,0,68.24,deterministic_fallback
chennai,2.56,32.93,,92.53,54.66,64.88,8.01,78.41,61.27,45.29,70.24,6.82,27.05,81.35,41.05,6.08,0.0,83.54,0,41.63,deterministic_fallback
hyderabad,6.72,29.45,72.48,57.03,31.32,76.04,9.76,87.1,56.32,30.54,73.58,6.27,24.48,48.26,32.73,0.0,0.0,62.34,0,47.51,deterministic_fallback
delhi,10.64,33.93,187.14,57.12,40.82,55.42,9.56,71.55,65.99,43.51,49.48,7.9,42.82,61.34,30.81,6.19,0.0,77.81,0,48.25,deterministic_fallback
kolkata,11.55,32.0,112.26,80.5,44.57,71.52,9.81,75.81,54.16,31.66,73.66,5.94,25.6,38.73,46.14,0.54,0.0,70.96,0,61.8,deterministic_fallback
mumbai,4.51,27.45,,95.93,32.9,,11.06,83.99,30.85,33.1,59.32,9.08,25.67,37.24,45.16,0.0,0.0,59.97,0,60.8,deterministic_fallback
bangalore,14.29,27.33,74.14,65.04,28.96,70.67,10.8,79.22,62.44,32.99,64.97,5.09,31.52,42.23,33.11,1.03,1.0,59.6,0,49.28,deterministic_fallback
chennai,7.5,29.48,170.0,,37.13,89.26,12.86,91.98,41.88,41.71,71.47,8.59,24.63,62.65,44.65,7.29,1.0,90.75,0,48.78,deterministic_fallback
mumbai,21.31,29.54,119.57,84.72,37.53,64.22,7.65,81.09,28.17,,79.35,8.05,12.56,57.29,48.46,0.22,1.0,58.04,0,67.22,deterministic_fallback
hyderabad,10.82,31.43,35.0,62.1,36.37,73.52,10.19,89.68,,37.25,75.86,8.11,36.53,52.18,43.02,0.0,,69.98,0,58.91,deterministic_fallback
chennai,12.86,31.44,179.12,76.86,41.21,74.39,9.12,86.95,41.38,43.07,75.62,7.56,31.72,35.69,29.61,7.55,1.0,85.25,1,52.89,deterministic_fallback
mumbai,28.44,31.82,111.66,74.94,41.7,81.85,11.54,82.52,44.68,33.11,67.48,4.06,25.68,57.72,51.03,4.8,0.0,81.41,0,49.41,deterministic_fallback
bangalore,7.44,33.43,55.99,47.91,36.54,85.76,10.31,90.94,36.72,29.16,84.49,8.05,24.25,41.42,29.01,4.57,0.0,81.5,0,47.43,deterministic_fallback
delhi,6.63,34.03,211.76,58.13,41.49,62.62,7.13,71.36,43.43,43.94,86.43,4.76,35.1,50.75,58.04,0.73,2.0,50.32,1,102.32,deterministic_fallback
hyderabad,15.82,23.39,153.17,55.36,,78.37,10.53,85.0,46.05,32.36,72.63,7.44,24.95,41.51,36.09,3.32,0.0,78.37,0,47.8,deterministic_fallback
mumbai,16.74,35.8,130.03,88.7,60.0,54.82,8.23,66.47,56.44,,59.11,,30.98,55.15,39.82,4.45,2.0,69.78,0,68.04,deterministic_fallback
kolkata,5.0,31.5,131.45,84.21,44.29,76.07,10.24,80.73,36.57,33.93,68.63,9.1,36.01,45.77,41.72,3.89,0.0,70.08,0,56.9,deterministic_fallback
kolkata,15.73,30.78,145.37,91.86,44.51,61.36,8.51,79.3,35.94,45.3,80.33,4.73,25.31,59.12,54.21,4.57,2.0,79.08,0,66.85,deterministic_fallback
mumbai,19.62,29.14,91.68,85.98,36.55,60.84,10.1,86.54,24.61,26.3,66.23,4.88,,35.28,38.58,0.68,,68.34,0,60.37,deterministic_fallback
delhi,15.1,30.36,157.77,30.49,30.36,74.61,10.0,87.26,,40.25,70.35,8.3,23.31,55.26,33.01,8.43,1.0,97.3,0,51.29,deterministic_fallback
hyderabad,15.83,40.17,157.62,64.19,60.0,59.56,7.48,75.28,39.91,35.98,67.76,7.58,35.79,55.37,39.37,6.69,0.0,92.06,0,45.67,deterministic_fallback
hyderabad,15.54,32.78,110.6,56.49,37.79,89.04,10.15,85.98,40.51,28.33,74.34,1.97,25.98,45.84,28.0,2.61,0.0,73.13,0,36.02,deterministic_fallback
bangalore,24.68,20.29,52.03,79.29,20.29,73.36,10.27,92.25,22.42,29.62,63.66,,21.86,43.04,10.0,8.09,0.0,95.6,1,31.59,deterministic_fallback
mumbai,23.06,32.35,125.16,84.57,47.81,70.12,10.1,73.38,31.67,39.85,72.06,11.71,22.64,60.19,32.78,2.63,0.0,82.27,0,52.69,deterministic_fallback
mumbai,14.11,35.1,157.39,83.95,59.76,53.1,7.85,73.63,47.92,36.91,70.72,8.45,25.6,44.76,54.72,0.74,3.0,54.66,1,90.79,deterministic_fallback
kolkata,10.26,30.33,75.01,79.64,38.59,89.17,10.66,78.37,21.41,32.44,77.47,3.82,27.1,52.57,38.04,9.24,0.0,89.27,0,45.24,deterministic_fallback
bangalore,21.08,23.94,83.9,62.39,23.94,53.07,8.6,68.63,42.56,28.98,60.6,,30.22,,33.05,1.12,0.0,75.55,0,55.23,deterministic_fallback
kolkata,13.63,26.66,198.45,78.63,26.66,69.92,11.5,97.3,32.59,31.21,78.23,10.13,20.55,53.48,39.0,0.57,1.0,67.51,0,67.97,deterministic_fallback
bangalore,9.3,22.47,117.11,54.34,22.47,75.53,9.44,81.68,33.0,30.57,63.43,1.95,21.34,52.6,46.08,4.82,0.0,88.38,0,40.78,deterministic_fallback
kolkata,7.03,34.05,143.06,76.84,50.61,66.59,9.56,72.63,41.04,39.03,74.73,5.76,25.73,51.69,38.84,2.25,2.0,45.46,0,66.3,deterministic_fallback
mumbai,23.58,30.25,157.29,68.17,35.19,70.91,10.02,72.53,50.59,35.41,76.72,10.85,25.06,64.07,43.97,1.27,1.0,64.03,0,67.4,deterministic_fallback
mumbai,13.82,25.92,150.01,67.6,25.92,78.64,9.98,79.95,55.52,27.04,70.87,,23.26,69.2,58.98,0.0,3.0,56.85,1,84.33,deterministic_fallback
kolkata,9.27,31.37,128.19,82.67,43.18,63.05,10.17,83.05,31.08,39.46,83.59,5.87,25.19,69.34,53.89,0.52,1.0,63.25,0,69.5,deterministic_fallback
kolkata,30.76,35.02,154.13,87.73,60.0,56.36,5.6,75.79,41.45,45.58,65.37,8.13,34.03,51.75,42.74,,2.0,92.17,1,74.89,deterministic_fallback
delhi,21.5,34.67,240.59,50.47,40.07,59.29,9.11,76.55,62.94,36.35,64.77,8.6,26.05,55.61,27.73,,1.0,94.61,0,46.98,deterministic_fallback
delhi,37.44,33.25,153.91,48.0,36.23,67.87,10.49,82.98,52.56,32.94,69.21,12.05,28.3,55.87,29.6,6.08,1.0,87.16,0,57.8,deterministic_fallback
bangalore,13.85,24.39,91.98,61.53,24.39,82.49,12.33,88.9,41.23,37.24,100.0,10.24,29.39,50.09,41.79,4.82,1.0,88.79,0,58.85,deterministic_fallback
bangalore,15.93,33.4,69.08,66.74,43.3,68.34,9.3,83.61,36.74,31.75,80.91,5.75,19.39,52.7,35.95,,3.0,73.15,0,68.75,deterministic_fallback
mumbai,12.29,30.76,140.59,72.41,37.68,48.0,6.96,83.74,47.05,33.99,77.24,4.57,29.72,51.41,39.58,0.38,2.0,56.74,1,84.81,deterministic_fallback
kolkata,0.0,29.09,126.85,80.5,35.11,88.36,10.24,95.06,6.25,,88.61,9.41,27.91,58.69,23.18,8.63,0.0,100.0,0,38.59,deterministic_fallback
delhi,1.4,35.23,187.6,36.94,35.23,77.08,10.36,85.04,53.8,39.84,77.65,9.36,30.01,61.6,43.74,6.44,0.0,88.82,1,60.18,deterministic_fallback
hyderabad,14.42,33.93,106.07,64.76,44.05,73.98,,89.6,36.07,39.85,85.16,7.1,28.47,54.04,50.25,,1.0,66.81,0,69.87,deterministic_fallback
mumbai,14.41,29.57,143.95,74.62,35.06,45.88,9.89,82.8,33.47,35.86,50.75,8.6,26.22,51.9,46.8,0.0,1.0,58.23,0,68.71,deterministic_fallback
mumbai,13.14,30.67,148.33,82.06,40.46,59.77,8.5,90.67,30.19,,80.52,8.8,29.91,57.12,27.04,6.94,0.0,98.04,0,37.8,deterministic_fallback
hyderabad,15.66,37.93,111.27,66.35,59.32,65.42,9.06,76.72,44.43,39.02,76.58,5.18,30.37,66.2,39.02,1.68,2.0,68.61,0,62.94,deterministic_fallback
delhi,,,163.37,52.68,58.45,62.02,8.6,62.04,44.0,49.13,79.16,5.82,27.21,63.95,58.59,0.13,3.0,57.73,1,94.46,deterministic_fallback
hyderabad,12.67,28.84,86.59,65.41,31.6,76.09,9.39,88.13,48.83,23.8,65.41,7.32,31.82,60.69,42.77,5.3,1.0,82.1,0,61.82,deterministic_fallback
mumbai,12.35,28.96,132.12,62.45,31.34,89.64,11.11,84.11,32.67,42.11,68.29,2.07,27.02,62.71,32.31,7.47,0.0,95.14,0,29.64,deterministic_fallback
kolkata,8.37,32.4,109.04,77.73,44.84,67.51,8.79,74.51,51.49,32.53,66.08,5.72,25.97,46.88,30.65,4.32,0.0,77.74,0,37.66,deterministic_fallback
chennai,23.08,,120.39,84.67,60.0,54.55,7.45,69.35,42.96,44.98,75.38,6.43,37.79,60.47,53.7,0.59,0.0,66.48,0,59.83,deterministic_fallback
kolkata,11.51,37.38,143.76,85.99,60.0,60.85,7.36,72.98,36.82,48.57,81.19,7.6,30.98,62.46,51.34,5.03,3.0,62.27,0,83.57,deterministic_fallback
mumbai,9.49,27.34,145.17,93.55,32.2,74.98,9.98,77.97,35.75,34.23,70.03,3.91,26.9,39.6,19.14,7.98,,91.29,0,44.84,deterministic_fallback
delhi,5.79,38.59,166.89,63.1,59.51,78.21,9.53,75.02,47.0,44.23,96.01,7.45,20.14,65.8,31.64,,1.0,100.0,0,50.76,deterministic_fallback
delhi,9.45,34.3,160.98,52.15,39.83,,7.59,81.11,41.49,39.52,74.1,6.9,18.82,54.12,53.93,1.6,,58.83,0,57.86,deterministic_fallback
bangalore,14.98,29.66,112.44,67.18,33.62,89.7,11.29,92.42,,28.78,77.68,6.64,25.0,51.94,35.67,5.07,2.0,78.81,0,52.78,deterministic_fallback
delhi,23.23,35.96,178.83,43.19,40.23,63.09,9.61,78.7,51.56,35.75,66.7,9.75,30.82,74.56,43.57,1.4,0.0,71.1,1,76.4,deterministic_fallback
mumbai,11.77,24.48,120.14,75.13,24.48,94.86,9.92,94.11,47.06,31.61,89.21,,29.73,30.37,30.79,7.67,,97.05,0,43.26,deterministic_fallback
delhi,22.71,36.65,191.59,47.55,43.67,73.07,9.25,82.81,60.15,37.98,78.32,8.47,33.24,57.26,42.99,6.49,2.0,77.47,0,70.88,deterministic_fallback
delhi,5.03,37.69,194.22,44.66,44.9,82.54,8.55,82.28,36.22,33.32,93.64,6.88,17.29,41.06,29.07,5.22,1.0,85.82,0,40.67,deterministic_fallback
delhi,9.77,36.48,141.02,42.43,41.06,59.29,7.67,89.05,47.52,41.5,58.52,5.76,,55.03,45.58,0.48,0.0,60.48,0,61.97,deterministic_fallback
mumbai,19.86,30.55,144.98,82.8,40.31,48.04,8.38,91.19,74.92,39.94,56.64,5.29,22.76,44.25,46.48,2.73,1.0,60.78,0,60.23,deterministic_fallback
delhi,,29.87,181.68,63.77,33.35,63.2,7.82,82.44,51.66,30.85,61.46,12.05,30.1,51.04,43.79,0.81,2.0,64.8,0,71.19,deterministic_fallback
hyderabad,9.72,33.35,137.94,66.24,42.95,70.1,,79.54,39.54,37.24,84.74,6.08,25.08,46.45,24.58,7.49,2.0,93.51,0,55.56,deterministic_fallback
delhi,41.18,35.56,136.97,49.72,41.91,,7.31,84.98,54.33,33.5,69.7,9.82,42.25,55.97,35.43,5.99,0.0,82.8,1,59.56,deterministic_fallback
delhi,,,204.7,57.78,37.04,69.3,11.17,75.31,46.05,30.19,82.32,7.51,23.02,61.3,39.5,1.59,1.0,61.7,0,59.18,deterministic_fallback
bangalore,24.68,26.86,62.53,72.75,28.84,77.42,8.57,81.47,5.0,27.96,73.48,8.27,23.26,29.49,36.93,6.78,1.0,85.32,0,47.97,deterministic_fallback
chennai,8.82,33.41,38.62,74.38,46.88,86.0,9.1,86.96,47.71,35.64,88.15,5.35,27.28,43.55,21.47,5.25,1.0,70.83,0,36.32,deterministic_fallback
delhi,18.28,34.56,189.3,49.64,39.51,75.57,11.14,90.62,30.39,33.43,68.41,7.01,25.59,50.09,36.18,7.92,1.0,99.96,0,45.85,deterministic_fallback
hyderabad,11.23,32.02,56.29,57.3,36.33,78.35,10.95,81.43,,36.1,86.11,8.79,22.19,48.33,30.85,2.93,1.0,77.26,0,49.85,deterministic_fallback
kolkata,18.19,25.99,129.15,87.66,25.99,71.72,9.48,100.0,26.18,35.16,84.73,4.47,38.68,53.25,38.79,1.17,1.0,61.24,0,67.84,deterministic_fallback
bangalore,13.14,31.04,113.05,70.17,37.75,67.54,9.57,77.68,33.48,39.13,70.25,7.27,25.23,47.51,46.72,4.45,1.0,78.48,0,59.82,deterministic_fallback
kolkata,8.72,28.52,119.07,75.87,32.69,69.37,10.28,89.49,31.54,33.61,77.79,4.23,22.01,36.93,39.55,1.55,0.0,69.91,0,43.23,deterministic_fallback
chennai,13.1,29.53,71.5,68.83,33.67,91.76,12.49,80.62,51.14,29.81,80.31,1.73,24.57,48.78,24.84,5.9,2.0,83.24,0,43.6,deterministic_fallback
mumbai,11.57,23.41,134.64,81.37,23.41,83.56,10.36,93.77,53.15,35.97,79.03,6.69,27.51,40.72,34.81,3.1,2.0,59.24,0,74.57,deterministic_fallback
bangalore,20.53,31.41,58.05,73.07,39.74,76.87,10.43,79.74,67.17,33.83,88.15,4.27,24.09,55.51,34.84,4.64,0.0,86.75,0,36.91,deterministic_fallback
hyderabad,6.81,,103.85,56.04,41.99,82.68,11.88,79.52,37.85,36.59,82.42,3.61,31.69,46.3,47.76,1.2,1.0,55.49,0,69.36,deterministic_fallback
kolkata,,31.25,172.11,72.81,39.19,65.79,9.95,72.24,43.69,36.36,74.23,14.05,29.5,66.96,,0.31,1.0,64.39,0,76.27,deterministic_fallback
bangalore,11.28,28.89,35.0,78.91,34.22,85.51,11.57,99.13,46.23,38.37,87.32,8.25,27.77,44.49,21.47,8.27,0.0,92.59,0,30.54,deterministic_fallback
mumbai,12.83,34.79,105.57,87.34,60.0,59.68,,69.26,34.65,43.75,62.61,8.82,32.95,50.96,34.9,3.92,0.0,70.95,0,50.08,deterministic_fallback
bangalore,12.4,28.28,94.96,53.09,29.08,71.2,10.42,87.91,31.08,31.54,72.08,6.34,21.62,51.07,41.48,1.55,2.0,61.31,0,73.24,deterministic_fallback
mumbai,20.08,29.32,71.1,90.32,38.31,73.3,8.83,86.42,40.92,33.53,67.02,4.11,23.65,45.46,30.3,6.87,0.0,93.25,0,28.43,deterministic_fallback
chennai,14.32,33.09,147.66,73.47,45.33,,7.78,75.94,43.36,50.31,70.13,7.04,32.4,50.59,39.61,0.83,2.0,,0,74.29,deterministic_fallback
bangalore,8.3,27.24,63.36,70.18,29.28,83.91,9.79,75.72,15.01,30.94,92.72,6.09,30.97,62.41,35.34,8.72,1.0,92.07,0,52.47,deterministic_fallback
chennai,6.71,37.07,110.01,83.64,60.0,59.97,9.15,70.85,48.17,34.74,74.13,1.53,24.24,36.2,37.95,2.45,0.0,74.67,0,42.04,deterministic_fallback
kolkata,17.68,32.93,136.16,95.63,56.54,40.42,9.17,72.16,52.39,37.35,48.13,11.66,26.46,48.92,44.79,3.15,1.0,74.76,0,68.54,deterministic_fallback
hyderabad,8.32,38.38,79.53,66.69,60.0,59.59,9.65,73.72,56.3,38.0,62.5,5.74,18.32,63.27,40.37,1.57,0.0,77.36,0,51.6,deterministic_fallback
hyderabad,11.08,32.8,83.5,60.81,39.31,75.64,9.52,96.63,25.85,33.48,76.82,4.5,23.97,63.15,45.12,0.19,2.0,56.59,0,66.07,deterministic_fallback
chennai,7.85,34.73,93.86,63.62,46.01,65.9,9.86,84.74,36.04,38.16,70.12,6.41,20.42,60.5,27.03,3.64,0.0,74.56,0,37.26,deterministic_fallback
chennai,10.29,41.63,106.33,58.61,60.0,66.51,,77.5,31.24,42.65,81.91,2.99,22.68,51.77,39.13,2.67,1.0,61.05,0,54.53,deterministic_fallback
kolkata,5.57,32.94,107.54,88.47,,66.98,8.63,75.06,36.86,30.71,65.2,4.11,26.46,44.33,52.41,4.91,,70.06,0,60.47,deterministic_fallback
mumbai,12.06,35.61,83.59,,60.0,59.43,7.82,,38.57,37.59,79.31,12.09,44.04,44.51,46.43,4.01,0.0,82.72,0,60.71,deterministic_fallback
bangalore,14.09,24.14,121.9,62.61,24.14,87.28,8.6,84.36,51.12,30.76,80.62,5.66,26.45,48.35,35.88,4.94,0.0,90.29,0,45.09,deterministic_fallback
mumbai,14.3,38.17,95.41,76.99,60.0,53.45,7.6,65.92,46.31,38.11,78.33,7.27,30.76,61.17,41.12,0.0,1.0,51.97,0,64.0,deterministic_fallback
kolkata,8.03,31.06,129.26,77.18,40.08,62.36,9.72,85.02,29.6,37.6,68.97,6.59,23.12,40.98,18.58,3.98,0.0,,0,32.53,deterministic_fallback
hyderabad,9.53,32.79,96.59,54.09,37.05,84.32,11.38,82.04,62.04,30.32,87.06,5.69,,43.14,25.23,6.92,1.0,88.83,0,40.04,deterministic_fallback
bangalore,10.73,18.99,55.69,77.46,18.99,95.0,11.73,77.98,33.56,28.53,94.69,6.09,34.93,50.23,24.51,7.33,1.0,96.96,0,44.37,deterministic_fallback
mumbai,20.96,30.66,163.98,81.42,40.23,54.54,9.82,92.55,40.29,40.38,51.48,13.32,25.55,52.3,36.04,5.23,1.0,88.32,0,62.98,deterministic_fallback
delhi,17.62,31.66,169.31,48.58,33.44,78.98,11.95,83.85,21.95,39.66,72.44,5.2,18.97,50.37,43.3,3.2,3.0,49.44,0,76.12,deterministic_fallback
hyderabad,40.67,32.97,101.11,82.51,49.32,45.47,8.75,76.18,58.75,41.06,53.54,6.76,31.87,47.88,45.79,,0.0,84.86,1,67.0,deterministic_fallback
mumbai,12.87,26.72,106.72,67.55,28.22,80.2,11.5,80.18,52.2,31.12,71.39,7.91,23.84,54.04,20.04,7.84,0.0,99.83,0,29.9,deterministic_fallback
mumbai,20.63,36.88,115.59,84.03,60.0,52.09,7.8,70.08,37.94,42.92,65.91,4.78,34.43,64.84,41.68,3.31,0.0,73.49,0,51.0,deterministic_fallback
kolkata,26.1,36.07,96.89,74.7,57.62,64.52,6.99,69.85,50.78,36.61,78.65,10.94,35.32,38.74,,8.49,1.0,93.72,1,56.05,deterministic_fallback
chennai,19.48,37.84,74.56,74.3,60.0,57.14,7.24,63.49,45.35,40.68,73.67,7.15,31.08,47.91,36.15,0.03,2.0,54.75,1,80.28,deterministic_fallback
mumbai,24.84,26.88,168.76,81.18,29.57,84.22,11.57,88.15,28.82,41.03,82.81,8.87,32.29,,53.31,5.37,0.0,83.16,1,67.86,deterministic_fallback
delhi,11.91,40.42,214.8,56.71,60.0,69.54,7.73,69.0,47.89,39.71,74.32,9.6,31.57,45.78,50.19,3.98,1.0,69.96,1,78.96,deterministic_fallback
kolkata,15.61,23.6,136.67,80.16,23.6,65.97,9.51,90.11,39.65,35.06,81.14,7.37,,53.73,32.56,3.99,0.0,75.4,0,50.9,deterministic_fallback
hyderabad,16.36,33.99,128.94,56.37,40.68,60.2,9.53,81.81,32.63,34.29,63.93,10.35,38.47,51.13,42.68,4.06,0.0,73.39,0,58.79,deterministic_fallback
hyderabad,13.34,30.93,,56.83,33.94,64.09,9.54,84.94,47.86,34.36,82.06,8.36,,36.09,28.71,0.8,2.0,67.51,0,70.04,deterministic_fallback
delhi,13.47,,217.33,41.44,34.71,55.62,11.4,84.05,67.85,39.58,37.57,10.59,35.06,70.67,39.72,3.25,0.0,77.35,1,69.55,deterministic_fallback
delhi,10.35,32.81,230.35,54.89,37.36,84.12,12.17,90.0,26.41,28.42,85.62,5.56,33.94,55.55,54.84,3.25,1.0,88.92,1,77.64,deterministic_fallback
mumbai,16.49,27.64,170.25,81.57,31.43,79.51,10.09,80.58,46.79,29.0,88.14,6.97,29.33,59.11,41.4,5.41,2.0,81.88,0,65.0,deterministic_fallback
chennai,26.96,28.44,128.95,79.64,33.17,82.54,10.46,90.8,,32.85,82.56,7.44,26.23,43.08,40.15,5.32,3.0,79.19,0,67.86,deterministic_fallback
mumbai,17.71,29.34,104.48,78.86,35.44,85.67,10.99,77.92,44.57,42.63,97.14,11.74,29.18,71.06,45.1,4.0,0.0,72.97,0,60.78,deterministic_fallback
mumbai,15.97,31.14,141.81,77.73,40.55,64.33,9.72,83.42,48.24,45.07,56.76,4.07,33.15,74.03,43.15,4.53,1.0,77.49,0,56.66,deterministic_fallback
chennai,12.83,37.43,83.61,,60.0,68.74,7.18,,33.26,40.82,84.26,4.94,22.08,,30.57,4.9,1.0,81.23,0,40.69,deterministic_fallback
kolkata,15.08,33.09,102.49,90.38,54.18,49.64,7.85,72.57,56.62,39.92,71.96,10.32,33.85,56.21,51.18,0.23,0.0,58.58,0,65.51,deterministic_fallback
chennai,3.89,35.36,,85.63,60.0,74.4,8.91,79.78,42.47,46.46,83.26,4.91,37.78,54.14,13.13,7.71,,94.2,0,40.5,deterministic_fallback
bangalore,8.18,20.36,122.3,71.64,20.36,92.74,,93.05,15.53,29.21,68.4,4.61,22.0,40.9,23.45,7.53,0.0,99.56,0,34.91,deterministic_fallback
bangalore,15.0,23.04,44.52,80.02,23.04,73.36,8.16,94.49,17.17,33.58,79.11,11.06,24.67,53.33,30.68,4.01,0.0,83.51,0,45.54,deterministic_fallback
bangalore,11.71,30.7,36.4,65.61,35.61,89.59,9.56,85.88,12.78,25.74,,6.98,17.09,33.18,33.15,5.61,1.0,74.66,0,51.59,deterministic_fallback
delhi,31.53,36.55,183.41,49.92,44.53,61.2,8.08,86.63,35.55,36.8,63.24,11.35,30.98,48.39,43.89,3.45,3.0,68.46,1,91.56,deterministic_fallback
bangalore,5.9,24.69,83.47,78.03,,72.11,11.01,80.97,30.77,30.03,70.67,8.14,24.78,49.68,26.42,0.0,1.0,62.09,0,64.77,deterministic_fallback
bangalore,10.36,28.27,53.2,75.58,32.05,75.95,9.48,84.38,32.79,37.33,66.09,6.45,19.25,34.71,11.12,6.97,1.0,86.15,0,33.89,deterministic_fallback
hyderabad,17.98,32.64,120.89,57.11,37.66,56.05,,84.5,45.18,41.08,67.65,8.84,44.11,50.99,42.79,1.35,0.0,63.36,0,65.23,deterministic_fallback
kolkata,26.19,27.43,162.95,74.73,30.11,74.07,9.35,91.0,42.32,33.56,81.15,9.51,17.51,38.59,,3.45,0.0,80.98,0,45.78,deterministic_fallback
kolkata,11.32,32.94,180.03,80.27,48.05,81.95,9.75,,40.98,40.69,83.39,5.1,22.3,57.18,34.8,4.36,1.0,60.23,0,54.58,deterministic_fallback
mumbai,13.34,32.22,119.98,73.59,42.46,83.98,10.45,85.32,50.37,31.41,80.95,11.49,29.39,36.2,31.89,2.28,1.0,68.7,0,48.51,deterministic_fallback
delhi,5.79,31.79,194.77,63.26,37.56,86.94,10.66,88.9,23.22,27.71,81.07,6.44,28.86,69.13,43.35,2.58,0.0,85.31,1,62.84,deterministic_fallback
mumbai,12.29,28.29,155.14,85.06,33.73,93.13,11.27,87.18,42.09,30.68,88.45,9.16,21.74,47.93,44.39,7.89,2.0,72.54,0,67.33,deterministic_fallback
delhi,4.32,31.51,183.23,43.22,32.13,80.57,11.64,80.26,47.69,38.42,65.76,8.33,24.72,61.32,42.67,2.67,0.0,80.03,0,61.32,deterministic_fallback
delhi,19.87,37.62,221.34,42.23,43.56,56.79,7.46,81.55,34.25,41.76,75.76,8.28,33.36,65.75,52.23,,0.0,91.12,1,68.84,deterministic_fallback
mumbai,14.62,35.27,185.28,72.94,53.14,83.36,9.17,75.22,44.49,36.14,85.13,9.27,28.8,42.25,37.59,5.4,2.0,69.17,1,73.48,deterministic_fallback
chennai,29.61,36.1,114.76,71.9,55.84,59.08,7.97,78.15,54.72,43.48,64.49,8.27,27.21,46.67,35.14,7.95,1.0,98.43,1,52.89,deterministic_fallback
bangalore,16.29,32.04,52.19,67.97,39.8,65.43,8.43,80.12,45.47,33.9,61.96,3.1,31.75,49.26,41.35,4.67,0.0,90.48,0,42.66,deterministic_fallback
kolkata,11.46,33.32,97.94,90.83,55.59,60.75,8.06,69.33,14.38,34.26,61.03,6.81,29.27,46.67,34.6,3.92,0.0,71.79,0,41.81,deterministic_fallback
mumbai,12.79,27.47,103.73,71.29,29.82,71.75,11.07,73.28,51.67,34.42,62.65,4.23,32.3,35.04,28.26,8.26,1.0,91.24,0,41.75,deterministic_fallback
mumbai,20.63,26.71,144.64,97.97,30.63,79.28,,88.87,53.18,33.91,,8.71,27.52,58.32,38.39,3.37,1.0,73.9,0,53.1,deterministic_fallback
,10.89,21.66,106.94,61.32,21.66,62.23,8.54,89.99,47.07,37.75,67.22,6.84,31.77,48.13,45.33,1.39,2.0,67.66,0,68.55,deterministic_fallback
mumbai,21.36,30.89,184.99,68.44,36.86,73.99,10.28,74.95,5.97,,82.88,10.37,25.21,59.74,57.05,0.58,0.0,60.9,1,76.62,deterministic_fallback
delhi,30.48,32.66,200.41,64.94,40.43,67.38,11.4,82.62,51.29,38.61,63.79,8.04,33.62,69.68,52.07,2.28,1.0,68.37,1,82.57,deterministic_fallback
kolkata,0.36,30.72,126.23,91.6,44.17,67.6,11.41,,25.46,39.29,57.66,3.19,30.15,57.34,39.51,0.93,0.0,61.62,1,54.23,deterministic_fallback
mumbai,12.49,33.92,70.2,77.54,50.48,42.37,5.0,84.05,54.02,,75.83,4.59,31.61,39.8,23.54,2.95,1.0,71.96,1,56.68,deterministic_fallback
mumbai,14.4,39.66,156.11,82.2,60.0,69.31,10.6,73.36,33.38,42.11,73.02,12.72,33.17,62.19,36.88,4.95,1.0,88.29,0,62.41,deterministic_fallback
bangalore,9.2,24.0,62.65,71.99,24.0,63.1,11.28,87.78,61.13,35.89,68.23,13.57,18.07,55.07,29.96,4.22,,82.15,0,53.03,deterministic_fallback
bangalore,16.03,33.59,35.0,70.38,45.58,47.38,6.36,75.04,55.98,37.32,64.68,11.94,24.64,46.81,41.5,0.27,2.0,53.15,1,84.11,deterministic_fallback
hyderabad,9.73,36.38,125.4,48.41,43.38,88.19,8.67,78.38,39.75,29.64,86.12,2.74,25.09,46.51,37.56,3.94,0.0,79.91,0,53.17,deterministic_fallback
delhi,9.71,32.36,151.33,30.0,32.36,67.93,11.48,88.13,62.88,35.63,59.88,3.64,30.81,67.83,52.26,3.58,0.0,72.88,1,66.78,deterministic_fallback
chennai,13.36,34.56,75.94,68.31,47.83,58.78,9.1,83.74,38.31,40.31,,4.84,33.81,59.66,37.32,,2.0,47.65,1,80.6,deterministic_fallback
